region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
59,29,"ОСП по Осинскому, Бардымскому и Еловскому районам УФССП России по Пермскому краю","618120, Осинский р-н, Пермский край, г.Оса, ул.Интернациональная, д.1б","Муксинова Голюса Рамилевна",+7(34291)4-64-98,+7(34291)4-39-61,+7(34291)4-38-10,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57640101
59,31,"ОСП по Очерскому и Верещагинскому районам УФССП России по Пермскому краю","617140, Очерский р-н, Пермский края, г.Очёр, ул.Советская, д.36","Шардакова Елена Викторовна",+7(34278)3-24-25,+7(34278)3-24-25,+7(34278)3-11-59,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57644101
59,33,"ОСП по Октябрьскому и Уинскому районам УФССП России по Пермскому краю","617860, Октябрьский р-н, Пермский край, п.Октябрьский, ул.Ленина, д.62","Исаева Наталия Анатольевна",+7(34266)2-13-98,+7(34266)2-17-69,+7(34266)2-13-98,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57636151
59,34,"ОСП по Пермскому району УФССП России по Пермскому краю","614111, Россия, , , г. Пермь, , ул. Саранская, 3, , ","Пугаев Владислав Петрович",+7(342)281-63-33,+7(342)281-63-33,+7(342)281-63-33,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57701000
59,35,"ОСП по г. Соликамску и Соликамскому району УФССП России по Пермскому краю","618540, Россия, Пермский край, г.Соликамск, ул.20 лет Победы, д.189","Шерстобитова Любовь Владимировна",+7(34253)7-98-36,+7(34253)7-98-36,+7(34253)7-62-34,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57730000
59,37,"ОСП по Суксунскому и Ординскому районам УФССП России по Пермскому краю","617560, Суксунский р-н, Пермский край, п.Суксун, ул.Колхозная, д.4","Похлебухина Ольга Валерьевна",+7(34275)3-18-38,+7(34275)3-18-38,+7(34275)3-18-38,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57651151
59,40,"ОСП по г. Чайковскому УФССП России по Пермскому краю","617762, , Пермский край, , г. Чайковский, , ул. Промышленная, 13, , ","Старченко Елена Андреевна",+7(34241)4-62-38,+7(34241)4-62-38,+7(34241)4-62-38,+73422201159,"ССП, Зам. ССП, СПИ:(вт, чт 10.00-20.00, каждая вторая суббота месяца 09.00:14.00 ), Деж. СПИ (пнд, ср, птн 09.00-18.00)",57654101
59,42,"ОСП по Чернушинскому и Куединскому районам УФССП России по Пермскому краю","617830, Чернушинский р-н, Пермский край, г. Чернушка, ул.Нефтяников, д.1","Филипьева Людмила Александровна",+7(34261)4-39-24,+7(34261)4-39-24,+7(34261)4-54-78,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57657101
59,43,"ОСП по Чердынскому району УФССП России по Пермскому краю","618601, Россия, Пермский край, , г. Чердынь, , Соборная, д. 23, , ","Говорливых Юлия Васильевна",+7(34240)2-82-03,+7(34240)2-82-03,+7(34240)2-82-03,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57656101
59,44,"ОСП по г. Чусовому и Горнозаводскому району УФССП России по Пермскому краю","618200, Россия, Пермский край, , г. Чусовой, , Сивкова, д. 9, корп. А, ","Третьяков Никита Игоревич",+7(34256)4-24-86,+7(34256)4-24-86,+7(34256)4-24-86,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57658101
59,46,"МОСП по ИПРД УФССП России по Пермскому краю","614000, Россия, , , г. Пермь, , ул. Советская, д. 36, , ","Черных Елена Юрьевна",+7(342)208-83-23,,+7(342)208-83-14,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57701000
59,47,"ОСП по Косинскому, Кочевскому и Гайнскому районам УФССП России по Пермскому краю","619430, Россия, Пермский край, , , с. Коса, ул. Ленина, 74, , ","Панов Владимир Иванович",+7(34298)2-11-59,+7(34298)2-19-85,+7(34298)2-19-85,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57817404
59,50,"ОСП по Дзержинскому району г. Перми УФССП России по Пермскому краю","614068, , Пермский край, , г. Пермь, , ул. Петропавловская, 111, , ","Шабунина Надежда Николаевна",+7(342)235-27-51,,+7(342)235-27-58,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57701000
59,56,"Специализированный отдел судебных приставов по ОУПДС","614066, Россия, , , г. Пермь, , ул. Советской Армии, 31, , ","Иванчик Владимир Николаевич",,,,+73422201159,"ССП,Зам. ССП (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57000000
59,57,"Отделение оперативного дежурства","614066, г. Пермь, ул. Советской Армии, д. 28","Сенин Виталий Александрович",+7(342)220-11-60,"+7(342) 221-81-15",,+73422201159,"НО,ЗНО (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57000000
59,60,"ОСП по ВШ по г. Перми № 1 УФССП России по Пермскому краю","614000, Россия, , , г. Пермь, , ул. Советская, д. 36, , ","Литвинова Александра Николаевна",+7(342)208-83-01,,+7(342)208-83-01,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57701000
59,61,"ОСП по ВШ по г. Перми № 2 УФССП России по Пермскому краю","614113, Россия, , , г. Пермь, , ул. Александра Невского, д. 26, , ","Якимова Юлия Сергеевна",+7(342)252-43-42,+7(342)252-43-92,+7(342)252-43-94,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57701000
59,62,"Отделение специального назначения","614066, г. Пермь, ул. Советской Армии, д. 28","Насуртдинов Ильнур Шамилевич",+7(342)220-11-60,+7(342)221-81-15,,+73422201159,"НО,ЗНО (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48",57000000
60,0,"УФССП России по Псковской области","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Колесников Сергей Анатольевич",,,,+78112699082,"Руководитель четверг с 14:00 до 18:00, заместитель руководителя понедельник с 14:00 до 18:00",58701000
60,18,"ОСП г. Пскова №1","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ",,,,+7(8112)69-90-62,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",58701000
60,19,"ОСП г. Великие Луки ","182113, Россия, Псковская обл., , г. Великие Луки, , ул. Горная, д. 5, , ","Парфенова Надежда Михайловна",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",58710000
60,20,"ОСП Невельского и Усвятского районов","182500, Россия, Псковская обл., , г. Невель, , ул. Комсомольская, д. 17, , кв. 53","Кондратьева Марина Николаевна",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",58620101
60,22,"ОСП Гдовского района","181600, Россия, Псковская обл., , г. Гдов, , ул. Никитина, 28б, , ",,,+7(81131)2-29-59,+7(81131)2-14-30,+78112699082,"Вторник с 09:00 до 13:00, Четверг с 13:00 до 18:00",58608101
60,24,"ОСП Дновского и Дедовичского районов","182670, Россия, Псковская обл., , г. Дно, , ул. Красная, д. 1а, , ",,,+7(81135)2-63-04,+7(81135)2-87-00,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",58612101
60,26,"ОСП Великолукского, Куньинского и Новосокольнического районов","182100, Россия, Псковская обл., , г. Великие Луки, , ул. Горная, д. 5, , ","Федорова Татьяна Викторовна",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",58710000
60,30,"ОСП Опочецкого и Красногородского районов","182330, Россия, Псковская обл., , г. Опочка, , ул. Карла Маркса, д. 17/35, , ",,,+7(81138)2-30-63,+7(81138)2-25-09,+78112699082,"Вторник с 9:00 до 15:00, четверг с 14:00 до 18:00",58629101
60,31,"ОСП Островского и Пыталовского районов","181350, Россия, Псковская обл., , г. Остров, , ул. Рымара, д. 2а, , ","Вознесенская Наталья Васильевна",+7(81152)3-49-76,+7(81152)3-49-76,+7(81152)3-12-81,+78112699082,"Вт с 09.00 до 13.00, Чт с 13:00 до 18.00",58633101
60,33,"ОСП Печорского и Палкинского районов","181500, Россия, Псковская обл., , г. Печоры, , ул. Свободы, д. 25А, , ",,,+7(81148)2-14-51,+7(81148)2-33-48,+78112699082,"Вторник с 09:00 до 13:00, четверг с 13:00 до 18:00",58640101
60,35,"ОСП Порховского района","182620, Россия, Псковская обл., , г. Порхов, , ул. Старорусская, д. 37, , ",,+7(81134)2-16-96,+7(81134)2-25-95,+7(81134)2-25-95,+78112699082,"Вторник с 10:00 до 13:00, четверг с 13:00 до 18:00",58647101
63,37,"ОСП Кировского района г. Самара","443009, г. Самара, Театральный проезд, 6","Дерр Светлана Валерьевна",+7(846)995-42-48,+7(846)995-42-48,+7(846)995-97-77,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00",36701310
60,37,"ОСП Пушкиногорского, Новоржевского, Бежаницкого и Локнянского районов","181370, Россия, Псковская обл., , пгт. Пушкинские Горы, , пер. Школьный, д. 8, , ",,,+7(81146)2-23-40,+7(81146)2-23-40,+78112699082,"Вторник с 09:00 до 13:00, четверг с 13:00 до 18:00",58651152
60,39,"ОСП Себежского и Пустошкинского районов","182250, Россия, Псковская обл., , г. Себеж, , ул. Пролетарская, д. 23, , ",,+7(81140)2-12-28,+7(81140)2-12-28,+7(81140)2-12-28,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",58654101
60,40,"ОСП Струго-Красненского и Плюсского районов","182250, Россия, Псковская обл., , пгт. Струги Красные, , ул. Совесткая, д. 24, , ","Головачева Екатерина Валерьевна",,+7(81132)5-15-51,+7(81132)5-23-92,+78112699082,"Вторник с 09:00 до 13:00, четверг с 13:00 до 18:00",58656151
60,41,"ОСП Псковского района","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ","Груздева Виктория Николаевна",,,+7(8112)69-90-62,+78112699082,"Вторник с 9:00 до 15:00, Четверг с 13:00 до 18:00",58701000
60,42,"МОСП по ВИП","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ",,,+7(8112)69-91-01,+7(8112)69-90-62,+78112699082,"Вторник с 10:00 до 13:00, четверг с 13:00 до 18:00",58701000
60,43,"Отделение оперативного дежурства","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Кустов Михаил Юрьевич",+7(8112)69-90-99,,+7(8112)69-90-72,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",0
60,44,"СО по ОУПДС г. Пскова и Псковского района","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ",,,,+7(8112)59-02-20,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",58701000
60,45,"ОСП г. Пскова №2","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ",,,,+7(8112)69-90-62,+78112699082,"Вторник с 9:00 до 15:00, четверг с 14:00 до 18:00",58701000
60,46,"МОСП по РДИР","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Нестерук Василий Дмитриевич",,,+7(8112)69-91-75,+78112699082,"Вторник с 9:00 до 15:00, Четверг с 14:00 до 18:00",58701000
60,47,"ОСП по ВАПД по г. Пскову и Псковскому району","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ",,,+7(8112)69-91-13,+7(8112)69-90-62,+78112699082,"Вторник с 10:00 до 13:00, четверг с 13:00 до 18:00",58701000
60,48,"Отделение специального назначения","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Кириллов Александр Сергеевич",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",0
61,0,"УФССП России по Ростовской области","344002, г.Ростов-на-Дону, пер.Соборный, д.2А","Казанов Евгений Николаевич",+7(863)210-02-35,,+7(863)210-02-39,+7(863)210-02-37,"Чт с 14.00 до 18.00",60000000
63,3,"ОСП Борского и Богатовского районов","446660, Самарская область, с. Борское, ул. Неверовская, 23а","Орлова Юлия Александровна",+7(84667)25732,+7(84667)25732,+7(84667)2-11-04,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00",36612408
61,18,"МО по ОИП УФССП России по Ростовской области","344010, Россия, Ростовская обл., , г. Ростов-на-Дону, , Кировский пр-кт, 42, , ","Мартыненко Алексей Владимирович",+7(863)210-33-64,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
62,30,"МО по ОИП","390023, Россия, , , г. Рязань, , ул. Введенская, д. 124, , ","Вдовина Анна Михайловна","8(4912) 25-61-14","8(4912) 44-46-29",+7(491)244-46-29,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00",61634000
61,19,"СОСП по ОУПД Арбитражного суда УФССП России по Ростовской области","344002, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Социалистическая, 10/11-13, ,","Александровский Александр Викторович",+7(863)282-84-55,,,+78632100237,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 16.45",60000000
61,20,"СОСП по ОУПД Ростовского ОС УФССП России по Ростовской области","344021, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Социалистическая, 164/35, ,","Шкавров Павел Вячеславович",+7(863)255-57-99,,,+78632100237,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 16.45",60000000
61,21,"СОСП по ОУПД Южного ОВС УФССП России по Ростовской области","344018, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Мечникова, 75В, ,","Реутов Андрей Петрович",+7(863)245-66-13,,,+78632100237,"Вт с 10.00 до 15.00, Чт с 16.00 до 20.00",0
61,22,"СОСП по ОУПД 15 ААС УФССП России по Ростовской области","344002, Россия, Ростовская обл., , г. Ростов-на-Дону, , пер. Газетный, 34, ,","Ажогин Дмитрий Николаевич",+7(863)218-60-14,,,+78632100237,"Вт с 9.00 до 13.00, Чт с 13.00 до 18.00",60000000
61,23,"СОСП по ОСЗСП УФССП России по Ростовской области","344065,  г.Ростов-на-Дону, ул.Киргизская, д.12а","Титоренко Олег Анатольевич",+7(863)231-32-55,,,+78632100237,"Вт с 10.00 до 15.00, Чтс 16.00 до 20.00",60000000
61,24,"ООД УФССП России по Ростовской области","344002, г.Ростов-на-Дону, пер.Соборный, 2А","Шевченко Андрей Андреевич",+7(863)268-75-42,,,+78632100237,"Вт с 10.00 до 15.00, Чт с 16.00 до 20.00",60000000
63,8,"ОСП Елховского района","446870, Самарская область, с. Елховка, ул. Бр. Сухановых, 1","Кузьмин Владимир Евгеньевич",+7(846-58)3-38-59,+7(846-58)3-38-59,+7(84658)3-37-52,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00",36615420
61,25,"Ворошиловское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344092, Г. РОСТОВ-НА-ДОНУ, УЛ. ВОЛКОВА, Д. 15","Николаенко Андрей Владимирович",+7(863)231-01-02,,,+78632100237,"вторник с 09.00 до 13.00, черверг с 13.00 до 18.00",60701000
61,26,"Железнодорожное РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344004, Россия, , , г. Ростов-на-Дону, , пл. Рабочая, 11, , ","Алькаева Ирина Константиновна",+7(863)244-48-71,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
61,27,"Кировское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344010, Россия, Ростовская обл., , г. Ростов-на-Дону, , Кировский пр-кт, 42, , ","Фарский Сергей Борисович",+7(863)210-43-14,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
61,28,"Ленинское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344082, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Темерницкая, 34, , ","Негоденко Николай Николаевич",+7(863)240-62-26,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
61,29,"Октябрьское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344038, г. Ростов-на-Дону, ул. Шеболдаева, 4а","Третьяков Андрей Александрович",+7(863)234-42-25,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
61,30,"Первомайское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344029, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Менжинского, 4а, , ","Плешакова Марина Владимировна","+7(863)223-86-30 ",,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
61,31,"Пролетарское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344019, г. Ростов-на-Дону, ул. 1-я Майская, 11","Лопаткина Марина Алексеевна",+7(863)283-24-36,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
61,32,"Советское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344091, Россия, , , г. Ростов-на-Дону, , ул. Каширская, 8/3, , ","Пяткова Наталья Алексеевна",+7(863)210-18-60,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60701000
61,33,"Азовское РОСП УФССП России по Ростовской области","346782, Россия, Ростовская обл., , г. Азов, , ул. Привокзальная, 12, , ","Джиджоев Алан Ахсарбекович",+7(86342)4-08-69,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60704000
61,34,"Аксайское РОСП УФССП России по Ростовской области","346720, Россия, Ростовская обл., , г. Аксай, , ул. Гулаева, д. 127, , ","Петросян Рузана Борисовна",+7(86350)5-67-03,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60602101
61,35,"Багаевское РОСП УФССП России по Ростовской области","346610, Россия, Ростовская обл., Багаевский р-н, , , Красноармейская, 9, ,","Черевиченко Мария Валериевна",+7(86357)3-30-22,,,+78632100237,"Вт с 09.00 до 13.00, Чтс 13.00 до 18.00",60605405
61,36,"Батайское ГОСП УФССП России по Ростовской области","346880, Ростовская обл., г. Батайск, ул. Максима Горького, 358а","Найденова Екатерина Николаевна",+7(86354)6-61-48,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60707000
77,9,"Головинский ОСП","127083, Россия, , , Москва, , ул. Мишина, д. 56, корп. 8, ","Устинов Роман Валерьевич",+7(499)558-32-60,,+7(499)558-32-60,+74956657284,"ВТ с 09.00 до 13.00 ЧТ с 13.00 до 18.00",45338000
61,37,"Белокалитвинское РОСП УФССП России по Ростовской области","347040, Ростовская обл., г . Белая Калитва, ул. Рабочая, 67 В","Пономарева Ирина Алексеевна",+7(86383)2-67-48,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60606101
61,40,"Веселовское РОСП УФССП России по Ростовской области","347780, Россия, Ростовская обл., Веселовский р-н, , , ул. Ленинская, 81, ,","Сахарчук Оксана Юрьевна",+7(86358)6-51-97,,,+78632100237,"Вторник с 09:00 до 13:00 четверг с 13:00 до 18:00",60609411
61,41,"ОСП по г. Волгодонску и Волгодонскому району УФССП России по Ростовской области","347360, РОСТОВСКАЯ ОБЛАСТЬ, Г. ВОЛГОДОНСК, УЛ. МОРСКАЯ, 23"," Майоров Евгений Александрович",+7(86392)2-47-86,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60712000
61,43,"Гуковское ГОСП УФССП России по Ростовской области","347871, Ростовской обл., г. Гуково, ул. Льва Толстого, 30 A","Галкин Владимир Валерьевич",+7(86361)5-20-75,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60715000
61,44,"Донецкое ГОСП УФССП России по Ростовской области","346330, Ростовская обл., г. Донецк, пер. Победы, 15а","Курганов Дмитрий Александрович",+7(86368)2-22-96,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60717000
63,4,"ОСП Большеглушицкого района","446180, Россия, Самарская обл., , , с. Большая Глушица, ул. Пугачевская, д. 1, , ","Быков Сергей Владимирович",+7(84673)2-40-52,+7(84673)2-12-65,+7(84673)2-40-52,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00",36608408
61,45,"Дубовское РОСП УФССП России по Ростовской области","347410, Россия, Ростовская, , , Дубовское, Садовая, 103А, , ","Таёкин Сергей Алексеевич",+7(86377)2-05-62,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60613425
61,46,"Егорлыкское РОСП УФССП России по Ростовской области","347660, Ростовская обл., Егорлыкский р-он, ст. Егорлыкская, ул. Ворошилова, 79","Каплун Евгения Николаевна",+7(86370)2-19-40,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60615417
61,47,"ОСП по Заветинскому и Ремонтненскому районам УФССП России по Ростовской области","347430, Ростовская обл., Заветинский р-он, с. Заветинское, ул. Ломоносова, 15","Даниелян Азат Давидович",+7(86378)2-22-92,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60617411
61,48,"Зверевское ГОСП УФССП России по Ростовской области","346312, Ростовская обл., г. Зверево, ул. Малышева, 27","Хрущ Инна Владимировна",+7(86355)4-28-25,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60718000
61,49,"ОСП по Зерноградскому и Кагальницкому районам УФССП России по Ростовской области","347740, Ростовская обл., Зерноградский р-он., г. Зерноград,  ул. Ленина, 16","Душкин Виталий Александрович",+7(86359)4-16-08,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60618101
61,50,"Зимовниковское РОСП УФССП России по Ростовской области","347460, Россия, Ростовская обл., Зимовниковский р-н, , п. Зимовники, пер. Спортивный, 5, ,","Маковецкая Ирина Юрьевна",+7(86376)3-13-86,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60619417
61,52,"Каменское РОСП УФССП России по Ростовской области","347800, Ростовская обл., Каменский р-он, г. Каменск-Шахтинский, ул. Подтелкова, 63","Асеева Оксана Владимировна",+7(86365)7-63-01,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60719000
61,53,"ОСП по Кашарскому и Боковскому районам УФССП России по Ростовской области","346200, Россия, Ростовская обл., , , Кашары сл., ул. Ленина, 63, , ","Гаркушенко Алексей Александрович",+7(86388)2-19-41,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60624430
61,54,"ОСП по Константиновскому и Усть-Донецкому районам УФССП России по Ростовской области",", , Ростовская, , , Усть-Донецкий, Портовая, 7, , ","Кундрюкова Ирина Владимировна",+7(86351)9-71-53,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60655151
61,55,"Красносулинское РОСП УФССП России по Ростовской области","346357, Ростовская обл., г. Красный Сулин, ул. Ленина, 10","Князева Елена Васильевна",+7(86367)5-38-53,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60626101
61,57,"Мартыновское РОСП УФССП России по Ростовской области","346660, Ростовская обл., Мартыновский р-он, сл. Большая Мартыновка, ул. Ленина, 41А","Климова Елена Николаевна ",+7(86395)2-25-00,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60630439
61,58,"ОСП по Куйбышевскому и Матвеево-Курганскому районам УФССП России по Ростовской области","346940, Россия, Ростовская, Куйбышевский, , Матвеево-Курган, Гагарина, 46 б, , ","Берш Елена Владимировна",+7(86341)3-11-92,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60631445
61,59,"ОСП по Миллеровскому и Тарасовскому районам УФССП России по Ростовской области","346130, Ростовская обл., Миллеровский р-он, г. Миллерово, ул. Фрунзе, 3","Ломакова Наталья Андреевна",+7(86385)2-48-61,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60632101
61,61,"ОСП По Морозовскому м Милютинскому районам УФССП России по Ростовской области","347210, Ростовская обл., Морозовский р-он., г. Морозовск, ул. Кирова, 6","Комиссарова Ирина Геннадьевна",+7(86384)4-16-29,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60634101
61,62,"Мясниковское РОСП УФССП России по Ростовской области","346800, Россия, Ростовская обл., Мясниковский р-н, , с. Чалтырь, ул. Ростовская, 47, ,","Рыжов Юрий Викторович",+7(86349)2-35-22,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60635452
61,63,"Неклиновское РОСП УФССП России по Ростовской области","346830, Ростовская обл., Неклиновский р-он, с. Покровское, ул. Урицкого, 25","Кучма Вадим Михайлович",+7(86347)2-05-19,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60636448
61,64,"Новочеркасский ГОСП УФССП России по Ростовской области","346429, Россия, Ростовская обл., , г. Новочеркасск, , ул. Кавказская, 75/17, ,","Соболев Александр Сергеевич","+7(86352)2-70-92 ",,,+78632100237,"Вт с 09:00 до 13:00 четверг с 13:00 до 18:00",60727000
61,65,"Новошахтинское ГОСП УФССП России по Ростовской области","346914, Россия, Ростовская обл., , г. Новошахтинск, , Ленина пр-кт, 42, ,","Шишкин Сергей Алексеевич",+7(86369)2-15-47,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60730000
61,66,"ОСП по Обливскому и Советскому районам УФССП России по Ростовской области","347140, РРостовская обл., Обливский р-он, ст. Обливская, ул. Ленина, 103","Манзук Виктор Анатольевич",+7(86396)2-36-17,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60640420
61,68,"Орловское РОСП УФССП России по Ростовской области","347510, Россия, Ростовская обл., Орловский р-н, , п. Орловский, ул. Коммунальная, 74, ,","Дмитренко Николай Николаевич ",+7(86375)3-18-04,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60642446
61,69,"Песчанокопское РОСП УФССП России по Ростовской области","347570, Ростовская обл., Песчанокопский р-он, с. Песчанокопское, ул. Суворова, 21","Жихарев Роман Леонидович",+7(86373)9-64-76,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60644455
61,70,"Пролетарское РОСП УФССП России по Ростовской области","347540, Ростовская обл., Пролетарский р-он, г. Пролетарск, ул. Ленина, 75","Потанина Яна Николаевна",+7(86374)9-62-55,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60645101
61,72,"Родионово-Несветайское РОСП УФССП России по Ростовской области","346580, Ростовская обл, Родионово-Несветайский р-н, сл. Родионово-Несветайская, ул. Московская, 15","Харченко Евгений Сергеевич",+7(86340)3-00-87,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",60648447
