region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
57,28,"Хотынецкое МОСП","303930, Орловская обл., Хотынецкий р-н, п.Хотынец, ул.Первомайская, д.5","Ранжев Сергей Николаевич",+7(48642)2-13-33,+7(48642)2-13-33,+7(48642)2-13-33,,"Чт с 16.00 до 20.00 первая Сб месяца с 10.00 до 13.31","Хотынецкий район, Знаменский район"
57,29,"СОСП по ОУПДС при Орловском областном и арбитражном судах"," 302010, г.Орел, ул.Авиационая, д.5","Ветров Андрей Валерьевич",,+7(4862)76-23-36,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00 перерыв с 13.00 до 13.48",
57,30,"Отделение специального назначения","302010, г.Орел, ул.Авиационная, д.5","Анащенков Алексей Сергеевич",,+7(4862)72-52-83,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,901,"Отделение организации исполнительного производства УФССП России по Орловской области"," 302010, г.Орел, ул.Авиационая, д.5","Полохин Сергей Николаевич",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,902,"Отделение организации исполнительного розыска, реализации имущества должников УФССП России по Орловской области"," 302010, г.Орел, ул.Авиационая, д.5","Федин Алексей Валерьевич",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,903,"Отделение организации обеспечения установленного порядка деятельности судов УФССП России по Орловской области"," 302010, г.Орел, ул.Авиационая, д.5","Горбатовский Роман Иванович",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,904,"Отделение организации дознания УФССП России по Орловской области","302010, г. Орел, ул. Авиационная, д. 5","Штыхно Евгений Иванович",,+7(4862)72-42-02,,,"Пн-Чт с09.00 до 18.00, Пт с 09.00 до 17.00",
57,905,"Отдел организационно-контрольной работы, документационного обеспечения и работы с обращениями граждан и организаций УФССП России по Орловской области"," 302010, г.Орел, ул.Авиационая, д.5","Якушина Валентина Евгеньевна",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,907,"Отдел правового обеспечения и ведения государственного реестра и контроля за деятельностью юридических лиц, осуществляющих функции по возврату просроченной задолженности УФССП по Орловской области"," 302010, г.Орел, ул.Авиационая, д.5","Косенкова Нина Викторовна",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,908,"Отдел материально-технического обеспечения УФССП по Орловской области","302010, г.Орел, ул.Авиационая, д.5","Афиногенов Михаил Михайлович",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,909,"Отделение государственной службы и кадров УФССП России по Орловской области","302010, г.Орел, ул.Авиационая, д.5","Цуканов Олег Иванович",,+7(4862)72-42-02,,," Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00 перерыв с 13.00 до 13.48",
57,911,"Отделение информатизации и обеспечения информационной безопасности УФССП России по Орловской области"," 302010, г.Орел, ул.Авиационая, д.5","Проскуряков Владислав Анатольевич",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,912,"Отделение собственной безопасности УФССП России по Орловской области","302010, г.Орел, ул.Авиационая, д.5","Анохин Дмитрий Александрович",,+7(4862)72-42-02,,," Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00 перерыв с 13.00 до 13.48",
57,913,"Отдельная должность (по взаимодействию со средствами массовой информации) УФССП России по Орловской области","302010, г. Орел, ул. Авиационная, д. 5",,,+7(4862)72-42-18,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,915,"Финансово-экономический отдел УФССП по Орловской области"," 302010, г.Орел, ул.Авиационая, д.5","Воронина Светлана Васильевна",,+7(4862)72-42-02,,,"Пн–Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,916,"Отдельная должность (по контрольно-ревизионной работе) УФССП по Орловской области","302010, г. Орел, ул. Авиационная, д. 5",,,+7(4862)72-42-18,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,923,"Отдельная должность (по мобилизационной подготовке и гражданской обороне) УФССП России по Орловской области","302010, г. Орел, ул. Авиационная, д. 5",,,+7(4862)72-52-80,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,924,"Отдельная должность (по защите государственной тайны) УФССП России по Орловской области","302010, г. Орел, ул. Авиационная, д. 5",,,+7(4862)72-52-80,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 17.00",
57,999,"Руководители, помощники (советники)","302010, г.Орел, ул.Авиационая, д.5","Смирнов Михаил Витальевич",+7(4862)72-52-80,+7(4862)72-42-02,,,,
58,0,"УФССП России по Пензенской области","440008, г. Пенза, ул. Пушкина, д. 17А","Илькин Николай Кузьмич",+7(8412)90-65-03,+7(8412)68-38-87,+7(8412)90-65-55,,"Пн с 16:00 до 20:00, первый и второй вторник месяца с 16:00 до 20:00",
58,14,"МОСП по исполнению особых исполнительных производств","440008, Пенза, ул. Пушкина, д. 17а","Артемова Вера Викторовна",+7(8412)90-65-95,+7(8412)90-65-95,+7(8412)21-59-82,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Пензенская область"
58,15,"ОСП по исполнению исполнительных документов о взыскании алиментных платежей по г. Пензе","440008, Россия, Пензенская обл., , г. Пенза, , ул. Пушкина, 17а, , ","Семидонова Лидия Геннадьевна",+7(8412)90-65-35,+7(8412)90-65-85,+7(8412)90-65-35,,"вт с 9:00 до 13:00, чт с 13:00 до 18:00","г. Пенза"
58,16,"СОСП по обеспечению установленного порядка деятельности арбитражного и областного судов","440008, Пенза, ул. Пушкина, д. 17а","Прусаков Александр Евгеньевич",+7(8412)90-65-69,,,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","г. Пенза"
58,17,"ОСП по Башмаковскому и Пачелмскому районам","442060, Пензенская область, рп. Башмаково, ул. Плеханова, д. 24","Летягина Наталья Николаевна",+7(84143)4-10-53,+7(84143)4-10-53,+7(84143)4-13-68,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Башмаковский район, Пачелмский район Пензенской области"
58,18,"ОСП по Бековскому и Тамалинскому районам","442940, Пензенская область, рп. Беково, ул. Первомайская, д. 20а","Гнусарева Анастасия Валерьевна",+7(84141)2-16-10,+7(84141)2-14-69,+7(84141)2-14-69,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Бековский район Пензенской области, Тамалинский район Пензенской области"
58,19,"Белинское РОСП","442250, Пензенская область, г. Белинский, Комсомольская пл., д. 20","Шичев Михаил Алексеевич",+7(84153)2-17-74,+7(84153)2-18-07,+7(84153)2-18-07,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Белинский район Пензенской области"
58,20,"Бессоновское РОСП","442780, Россия, Пензенская обл., , , с. Бессоновка, ул. Комсомольская, д. 1/1В, , ","Сергацкова Галина Александровна",+7(84140)2-86-21,+7(84140)2-86-21,+7(84140)2-86-21,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Бессоновский район Пензенской области"
58,22,"Городищенское РОСП","442310, Пензенская область, г. Городище, ул. Московская, д. 51","Сухов Иван Матвеевич",+7(84158)3-23-84,+7(84158)3-23-84,+7(84158)3-31-13,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Городищенский район Пензенской области"
58,23,"Железнодорожное РОСП г. Пензы","440039, г. Пенза, ул. Ухтомского, д. 81а","Янгаева Ольга Александровна",+7(8412)47-04-00,+7(8412)47-04-05,+7(8412)20-45-56,+7(8412)29-83-36,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Железнодорожный район г. Пензы"
58,24,"Зареченское ГОСП","442961, Россия, Пензенская обл., , г. Заречный, , ул. Литке, д. 29, , ","Галицкова Ольга Александровна",+7(8412)65-51-25,+7(8412)65-30-28,+7(8412)65-51-25,+7(8412)21-66-80,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","г. Заречный Пензенской области"
58,25,"ОСП по Земетчинскому и Вадинскому районам","442000, Пензенская область, рп. Земетчино, ул. Чкалова, д. 4","Володин Александр Алексеевич",+7(84155)2-16-55,+7(84155)2-16-55,+7(84155)2-16-55,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Земетчинский район Пензенской области, Вадинский район Пензенской области"
58,26,"Иссинское РОСП","442710, Россия, Пензенская обл., Иссинский р-н, , рп. Исса, ул. Ленинская, д. 52, , ","Поляков Александр Николаевич",+7(84144)2-16-37,+7(84144)2-16-37,+7(84144)2-16-37,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Иссинский район Пензенской области"
58,27,"Каменское РОСП","442240, Россия, Пензенская обл., , г. Каменка, , ул. Гражданская, д. 10, , ","Горина Юлия Анатольевна",+7(84156)4-25-79,+7(84156)4-25-79,+7(84156)4-25-79,+7(84156)4-26-02,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Каменский район Пензенской области"
58,29,"ОСП по Колышлейскому и Малосердобинскому районам","442830, Пензенская область, рп. Колышлей, ул. Московская, д. 25","Пугачев Виталий Анатольевич",+7(84146)2-05-25,+7(84146)2-12-53,+7(84146)2-12-53,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Колышлейский район Пензенской области, Малосердобинский район Пензенской области"
58,30,"Кондольское РОСП","442400, Пензенская область, с. Кондоль, ул. Первомайская, д. 5","Ивлева Людмила Викторовна",+7(84147)2-19-46,+7(84147)2-18-45,+7(84147)2-18-45,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Кондольский, Варыпаевский, Оленевский, Ленинский, Краснопольский, Покрово-Березовский, Старокаменский сельсоветы Пензенского района Пензенской области"
58,31,"Кузнецкое МОСП","442530, Пензенская область, г. Кузнецк, ул. Белинского, д. 127","Кравцова Ирина Николаевна",+7(84157)2-28-35,+7(84157)2-28-35,+7(84157)2-28-35,+7(8412)29-85-86,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","г. Кузнецк Пензенской области, Кузнецкий район Пензенской области"
58,32,"ОСП по Камешкирскому и Лопатинскому районам","442450, Россия, Пензенская обл., , , с. Русский Камешкир, ул. Радищева, 3, , ","Шабышев Владимир Валерьевич",+7(84145)2-14-14,+7(84145)2-15-54,+7(84145)2-14-14,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Лопатинский район Пензенской области, Камешкирский район Пензенской области"
58,33,"Лунинское РОСП","442730, Пензенская область, рп. Лунино, ул. Садовая, д. 17","Яцына Светлана Александровна",+7(84161)3-12-67,+7(84161)3-16-61,+7(84161)3-16-61,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Лунинский район Пензенской области"
58,35,"Мокшанское РОСП","442370, Россия, Пензенская обл., , , рп. Мокшан, ул. Садовая, 3, , ","Артамонова Зоя Александровна",+7(84150)2-61-85,+7(84150)2-61-85,+7(84150)2-61-85,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Мокшанский район Пензенской области"
58,37,"Неверкинское РОСП","442480, Россия, Пензенская обл., , , с. Неверкино, ул. Куйбышева, д. 18, , ","Вертяшкина Елена Валерьевна",+7(84164)2-13-92,+7(84164)2-13-92,+7(84164)2-13-92,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Неверкинский район Пензенской области"
58,38,"ОСП по Нижнеломовскому и Наровчатскому районам","442128, Пензенская область, г. Нижний Ломов, ул. Октябрьская, д. 48а","Матюха Олеся Александровна",+7(84154)4-20-39,+7(84154)4-20-39,+7(84154)4-20-39,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Нижнеломовский район Пензенской области, Наровчатский район Пензенской области"
58,39,"Никольское РОСП","442680, Россия, Пензенская обл., , г. Никольск, , ул. Чайковского, д. 1, , ","Демина Наталья Николаевна",+7(84165)4-12-83,+7(84165)4-12-83,+7(84165)4-12-83,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Никольский район Пензенской области"
58,41,"Пензенское РОСП","440056, г. Пенза, ул. Ростовская, д. 83","Никитина Инна Юрьевна",+7(8412)36-02-10,+7(8412)36-03-59,+7(8412)36-03-59,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Алферьевский, Богословский, Большееланский, Воскресеновский, Ермоловский, Засечный, Кучкинский, Мичуринский, Саловский, Леонидовский сельсоветы Пензенского района Пензенской области"
58,42,"Первомайское РОСП г. Пензы","440026, Россия, Пензенская обл., , г. Пенза, , ул. Маршала Крылова, д. 20, , ","Бурмистрова Александра Алексеевна",+7(8412)45-45-82,+7(8412)45-45-82,+7(8412)44-84-11,+7(8412)22-06-85,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Первомайский район г. Пензы"
58,43,"Сердобское РОСП","442895, Пензенская область, г. Сердобск, ул. Ленина, д. 88","Ефимов Сергей Игоревич",+7(84167)2-36-70,+7(84167)2-36-70,+7(84167)2-36-70,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Сердобский район Пензенской области"
58,44,"Сосновоборское РОСП","442570, Россия, Пензенская обл, , , п.г.т.Сосновоборск, ул, Комсомольская, 52 А, , ","Абубакирова Альфия Искандяровна",+7(84168)2-12-05,+7(84168)2-12-05,+7(84168)2-12-05,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Сосновоборский район Пензенской области"
58,45,"Спасское РОСП","442600, Пензенская область, г. Спасск, ул. Советская, д. 24","Пирогова Людмила Михайловна",+7(84151)2-16-66,+7(84151)2-16-19,+7(84151)3-16-66,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Спасский район Пензенской области"
58,47,"Шемышейское РОСП","442430, Пензенская область, рп. Шемышейка, ул. Ленина, д. 71","Талалаев Юрий Викторович",+7(84159)2-14-05,+7(84159)2-14-05,+7(84159)2-12-70,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Шемышейский район Пензенской области"
58,48,"Ленинское РОСП г. Пензы","440008, Россия, Пензенская обл., , г. Пенза, , ул. Ставского, д. 23А, , ","Пурисова Светлана Александровна",+7(8412)68-75-00,+7(8412)68-75-10,+7(8412)68-75-00,+7(8412)21-69-57,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Ленинский район г. Пензы"
58,49,"Отделение оперативного дежурства","440008, Пенза, ул. Пушкина, д. 17а","Сергевнин  Евгений Викторович",+7(8412)90-65-58,+7(8412)68-19-87,,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Пензенская область"
58,50,"МОСП по розыску должников и их имущества","440026, Россия, Пензенская обл., , г. Пенза, , ул. Маршала Крылова, д. 20, , ","Медкова Олеся Константиновна",+7(8412045-45-88,+7(8412)45-45-88,,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Пензенская область"
58,51,"Октябрьское РОСП г. Пензы","440066, г. Пенза, проспект Строителей, д. 11","Бабенко Алексей Владимирович",+7(8412)47-04-21,+7(8412)47-04-25,+7(8412)44-82-61,+7(8412)21-51-66,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Октябрьский район г. Пензы"
58,901,"Отдел организации исполнительного производства",,"Скороделова Наталья Анатольевна",,,,,,
58,902,"Отделение организации исполнительного розыска, реализации имущества должников",,"Карпов Андрей Александрович",,,,,,
58,903,"Отделение организации обеспечения установленного порядка деятельности судов",,"Тырышкин Андрей Геннадиевич",,,,,,
58,904,"Отделение организации дознания",,,,,,,,
58,905,"Отдел организационно-контрольной работы, документационного обеспечения и работы с обращениями граждан и организаций",,"Преснякова Ирина Владимировна",,,,,,
58,906,"Отдел документационного обеспечения и работы с обращениями граждан",,,,,,,,
58,908,"Отдел материально-технического обеспечения",,,,,,,,
58,909,"Отдел государственной службы и кадров",,,,,,,,
58,911,"Отдел информатизации и обеспечения информационной безопасности",,,,,,,,
58,912,"Отделение собственной безопасности",,,,,,,,
58,913,"Отдельные должности (по взаимодействию со средствами массовой информации)",,,,,,,,
58,914,"Отделение организации исполнительного розыска, реализации имущества должников",,"Карпов Андрей Александрович",,,,,,
58,915,"Отдел финансово-экономический",,,,,,,,
58,916,"Отдельные должности (по контрольно-ревизионной работе)",,,,,,,,
58,918,"Отдел правового обеспечения и ведения государственного реестра и контроля за деятельностью юридических лиц, осуществляющих функции по возврату просроченной задолженности",,,,,,,,
58,923,"Отдельные должности (по мобилизационной подготовке и гражданской обороне)",,,,,,,,
58,924,"Отдельные должности (по защите государственной тайны)",,,,,,,,
58,999,Руководство,,,,,,,,
59,0,"УФССП России по Пермскому краю","614066, г. Пермь, ул. Советской, д. 28","Неведомский Сергей Анатольевич","(342) 220-11-96","(342) 221-81-15",+7(342)220-11-19,+7(342)220-11-59,"ССП: (Вт с 09.00 до 15.00, Чт с 14.00 до 18.00) Зам. ССП: (ср 09.00-18.00)","Пермский край"
59,902,"Отдел организации исполнительного розыска, реализации имущества должников","г. Пермь, ул. Советской Армии, д.28","Антусева Евгения Васильевна",,,,,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 17.00 перерыв с 13.00 до 13.48","Пермский край"
59,1,"ОСП по г. Кудымкару, Юрлинскому и Юсьвинскому районам УФССП России по Пермскому краю","619000, Россия, Пермский край, , г. Кудымкар, , ул. Леваневского, д. 2, , ","Меметов Сеттар Энверович","+7(34260) 4-50-71","+7(34260) 4-50-71",+7(34260)4-50-71,+7(34260)4-67-23,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","г. Кудыкар, Юрлинский и Юсьвинский районы"
59,3,"ОСП по Кировскому району г.Перми","614113, г. Пермь, ул.Александра Невского, д.26","Кузьминых Антон Юрьевич","(342) 252-43-99","(342) 252-43-99",+7(342)252-43-99,,"ССП, Зам. ССП, СПИ:(вт, чт 10.00-20.00, каждая вторая суббота месяца 09.00:14.00 ), Деж. СПИ (пнд, ср, птн 09.00-18.00)","Кировский район г. Перми"
59,4,"ОСП по Ленинскому и Индустриальному районам г. Перми УФССП России по Пермскому краю","614036, Россия, , , г. Пермь, , ул. Комбайнеров, д. 34, , ","Кольчурина Ольга Николаевна","(342) 226-67-31",,+7(342)226-80-73,+7(342)226-55-17,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Ленинский и Индустриальный районы г. Перми"
59,5,"ОСП по Мотовилихинскому району г. Перми УФССП России по Пермскому краю","614990, Россия, , , г. Пермь, , б-р Гагарина, 74, , ","Ершова Елена Павловна","8 (342) 262-20-22",,+7(342)262-18-05,+7(342)262-20-22,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Мотовилихинский район г. Перми"
59,6,"ОСП по Орджоникидзевскому району г. Перми и Ильинскому району УФССП России по Пермскому краю","614026, г.Пермь, ул.Ереванская, д.35","Порошенко Екатерина Владимировна","(342) 263-67-89","(342) 263-67-89",+7(342)263-67-31,+7(342)263-67-89,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Орджоникидзевский район г. Перми и Ильинский район"
59,7,"ОСП по Свердловскому району г. Перми УФССП России по Пермскому краю","614010 г. Пермь, ул. Солдатова, д.39","Устинова Снежанна Сергеевна","(342) 242-77-14","(342) 242-88-05",+7(342)242-06-00,+7(342)242-86-77,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Свердловский район г. Перми"
59,10,"ОСП по г. Березники и Усольскому району УФССП России по Пермскому краю","618400, Россия, Пермский край, , г. Березники, , ул. Ленина, д. 33, , ","Зеленикина Антонина Сергеевна","+7(3424) 26-61-02","+7(3424) 26-42-58",+7(3424)26-72-15,+7(3424)26-36-67,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","г. Березники и Усольскому району Пермского края"
59,12,"ОСП по Большесосновскому и Частинскому районам УФССП России по Пермскому краю","617080, Большесосновский район, Пермский край, с.Большая Соснова, ул.Магнитогорская, д.4","Яскевич Наталья Валерьевна",+7(34257)2-72-66,+7(34257)2-72-66,+7(34257)2-76-53,,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Большесосновский и Частинский районы Пермского края"
59,16,"ОСП по г. Губахе и г. Гремячинску УФССП России по Пермскому краю","618250, г.Губаха, ул.Орджоникидзе, д.6","Родыгина Кристина Андреевна","+7(34248) 4-18-41","+7(34248) 4-18-41",+7(34248)4-05-86,+7(34248)4-11-50,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Губахинский и Гремячинский районы Пермского края"
59,17,"ОСП по г. Добрянке УФССП России по Пермскому краю","618740, Пермский край, г.Добрянка, ул. Советская, д.43 ","Мельков Владимир Викторович","(34265) 2-80-12","(34265) 2-80-12",+7(34265)2-80-12,+7(34265)2-80-12,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Добрянский район Пермского края"
59,20,"ОСП по Карагайскому и Сивинскому районам УФССП России по Пермскому краю","617210, Россия, Пермский край, , , с. Карагай, ул. Карла Маркса, д. 24, , ","Аликина Анастасия Александровна","(34297) 3-10-70","(34297) 3-25-15",+7(34297)3-16-86,+7(34297)3-10-70,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Карагайский и Сивинский районы Пермского края"
59,903,"Отдел ОУПДС УФССП России по Пермскому краю","614066, Россия, , , г. Пермь, , ул. Советской Армии, 31, , ","Оносов Евгений Олегович",,,,,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 17.00 перерыв с 13.00 до 13.48","Пермский край"
59,22,"ОСП по г. Кизелу и г. Александровску УФССП России по Пермскому краю","618350, Пермский край, г.Кизел, ул.Углегеологов, д.17","Доваль Дмитрий Анатольевич","(34255) 4-38-55","(34255) 4-23-31",+7(34255)4-23-31,+7(34255)4-27-07,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Кизеловский район Пермского края и г. Александровск"
59,23,"ОСП по Красновишерскому району УФССП России по Пермскому краю","618590 Пермский край, г.Красновишерск, ул.Дзержинского, д.4","Николаева Евгения Владимировна","(34243) 3-01-25","(34243) 3-01-25",+7(34243)3-01-25,,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Красновишерский район Пермского края"
59,24,"ОСП по г. Краснокамску УФССП России по Пермскому краю","617060, Пермский край, г.Краснокамск, ул.Чапаева, д.41","Аликина Флюра Сэлимзяновна","(34273) 4-90-14","(34273) 4-90-15",+7(34273)4-61-71,+7(34273)4-90-14,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","г. Краснокамск"
59,25,"ОСП по Кунгурскому, Кишертскому и Березовскому районам УФССП России по Пермскому краю","617470, Кунгурский р-н, Пермский край, г.Кунгур, ул.Ленина, д.17б","Филиппова Юлия Анатольевна","(34271) 2-26-75","(34271) 2-40-34",+7(34271)2-39-80,+7(34271)2-40-34,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Кунгурский, Кишертский, Березовский районы Пермского края"
59,27,"ОСП по г. Лысьве УФССП России по Пермскому краю","618900, Пермский край, г.Лысьва, ул.Мира, д.10","Михайлов Владимир Васильевич","(34249) 2-56-86","(34249) 2-56-86",+7(34249)2-56-86,+7(34249)2-62-61,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Лысьвенский район Пермского края"
59,28,"ОСП по Нытвенскому и Оханскому районам  УФССП России по Пермскому краю","617000, Нытвенский р-н, Пермский край, г.Нытва, ул.Карала Маркса, д.82","Соколова Наталья Ивановна","(34-272) 3-14-50","(34-272) 3-14-50",+7(34272)3-10-62,+7(34272)3-14-50,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Нытвенский и Оханский районы Пермского края"
59,29,"ОСП по Осинскому, Бардымскому и Еловскому районам УФССП России по Пермскому краю","618120, Осинский р-н, Пермский край, г.Оса, ул.Интернациональная, д.1б","Муксинова Голюса Рамилевна","(34291) 4-64-98","(34291) 4-39-61",+7(34291)4-38-10,+83429143810,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Осинский, Бардымский и Еловский районы Пермского края"
59,31,"ОСП по Очерскому и Верещагинскому районам УФССП России по Пермскому краю","617140, Очерский р-н, Пермский края, г.Очёр, ул.Советская, д.36","Шардакова Елена Викторовна","(34278) 3-24-25","+7(34278) 3-24-25",+7(34278)3-11-59,+7(34278)3-24-25,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Очерский и Верещагинский районы Пермского края"
59,33,"ОСП по Октябрьскому и Уинскому районам УФССП России по Пермскому краю","617860, Октябрьский р-н, Пермский край, п.Октябрьский, ул.Ленина, д.62","Исаева Наталия Анатольевна","(34266) 2-13-98","(34266) 2-17-69",+7(34266)2-13-98,+7(34266)3-15-03,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Октябрьский и Уинский районы Пермского края"
59,34,"ОСП по Пермскому району УФССП России по Пермскому краю","614111, Россия, , , г. Пермь, , ул. Саранская, 3, , ","Пугаев Владислав Петрович","(342) 281-63-33","(342) 281-63-33",+7(342)281-63-33,+7(342)281-63-33,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Пермский район Пермского края"
59,35,"ОСП по г. Соликамску и Соликамскому району УФССП России по Пермскому краю","618540, Россия, Пермский край, г.Соликамск, ул.20 лет Победы, д.189","Емельянова Елена Николаевна","(34253) 7-98-36","(34253) 7-98-36",+7(34253)7-62-34,+7(34253)7-98-36,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","г. Соликамск и Соликамский район Пермского края"
59,904,"Отдел организации дознания","г. Пермь, ул. Советской Армии, д. 28","Елохов Алексей Андреевич",,,,,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 17.00 перерыв с 13.00 до 13.48","Пермский край"
59,37,"ОСП по Суксунскому и Ординскому районам УФССП России по Пермскому краю","617560, Суксунский р-н, Пермский край, п.Суксун, ул.Колхозная, д.4","Похлебухина Ольга Валерьевна","(34275) 3-18-38","(34275) 3-18-38",+7(34275)3-18-38,,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Сусксунский и Ординский районы Пермского края"
59,40,"ОСП по г. Чайковскому УФССП России по Пермскому краю","617762, , Пермский край, , г. Чайковский, , ул. Промышленная, 13, , ","Старченко Елена Андреевна","(34241) 4-62-38","(34241) 4-62-38",+7(34241)4-62-38,+7(34241)4-62-29,"ССП, Зам. ССП, СПИ:(вт, чт 10.00-20.00, каждая вторая суббота месяца 09.00:14.00 ), Деж. СПИ (пнд, ср, птн 09.00-18.00)","г. Чайковский и Чайковский район Пермского края"
